site,datetime,date,month,season,hs,hmax,tz,tp,dir,sst,month_num
Gold Coast,2025-01-05T05:00:00Z,2025-01-05,Jan,Summer,0.991,1.716,4.437,7.692,89.88,26.46,1
Gold Coast,2025-01-05T05:30:00Z,2025-01-05,Jan,Summer,1.009,1.926,4.88,7.143,74.93,26.36,1
Gold Coast,2025-01-05T06:00:00Z,2025-01-05,Jan,Summer,0.999,1.625,4.603,7.407,76.52,26.32,1
Gold Coast,2025-01-05T06:30:00Z,2025-01-05,Jan,Summer,1.011,1.776,4.812,7.143,78.54,26.32,1
Gold Coast,2025-01-05T07:00:00Z,2025-01-05,Jan,Summer,0.97,1.821,4.788,7.692,84.52,26.32,1
Gold Coast,2025-01-05T07:30:00Z,2025-01-05,Jan,Summer,0.962,1.574,4.683,7.143,81.53,26.32,1
Gold Coast,2025-01-05T08:00:00Z,2025-01-05,Jan,Summer,1.021,1.849,4.893,6.897,81.97,26.27,1
Gold Coast,2025-01-05T08:30:00Z,2025-01-05,Jan,Summer,0.998,1.797,4.915,7.143,83.29,26.22,1
Gold Coast,2025-01-05T09:00:00Z,2025-01-05,Jan,Summer,0.94,1.527,4.698,7.407,80.21,26.22,1
Gold Coast,2025-01-05T09:30:00Z,2025-01-05,Jan,Summer,0.924,1.762,4.609,6.667,90.93,26.22,1
Gold Coast,2025-01-05T10:00:00Z,2025-01-05,Jan,Summer,0.954,1.467,5.1,7.143,82.32,26.17,1
Gold Coast,2025-01-05T10:30:00Z,2025-01-05,Jan,Summer,0.904,1.633,4.398,7.143,75.2,26.17,1
Gold Coast,2025-01-05T11:00:00Z,2025-01-05,Jan,Summer,0.917,1.408,4.689,8,79.77,26.13,1
Gold Coast,2025-01-05T11:30:00Z,2025-01-05,Jan,Summer,0.93,1.48,4.994,7.143,79.15,26.13,1
Gold Coast,2025-01-05T12:00:00Z,2025-01-05,Jan,Summer,0.959,1.592,4.914,7.143,78.63,26.03,1
Gold Coast,2025-01-05T12:30:00Z,2025-01-05,Jan,Summer,0.923,1.716,4.979,7.407,76.96,26.08,1
Gold Coast,2025-01-05T13:00:00Z,2025-01-05,Jan,Summer,0.91,1.448,5.139,7.143,84.6,26.08,1
Gold Coast,2025-01-05T13:30:00Z,2025-01-05,Jan,Summer,0.98,1.888,5.359,15.385,114.76,26.08,1
Gold Coast,2025-01-05T14:00:00Z,2025-01-06,Jan,Summer,1.016,1.812,5.107,7.143,72.21,26.08,1
Gold Coast,2025-01-05T14:30:00Z,2025-01-06,Jan,Summer,1.022,1.796,4.994,7.407,70.1,26.08,1
Gold Coast,2025-01-05T15:00:00Z,2025-01-06,Jan,Summer,1.024,1.894,5.089,7.143,67.99,26.03,1
Gold Coast,2025-01-05T15:30:00Z,2025-01-06,Jan,Summer,0.967,1.55,5.034,6.667,67.02,26.03,1
Gold Coast,2025-01-05T16:00:00Z,2025-01-06,Jan,Summer,1.011,1.55,5.201,15.385,112.82,26.03,1
Gold Coast,2025-01-05T16:30:00Z,2025-01-06,Jan,Summer,1.041,1.6,5.396,7.143,73.09,25.99,1
Gold Coast,2025-01-05T17:00:00Z,2025-01-06,Jan,Summer,1.04,1.703,5.153,6.897,69.4,25.99,1
Gold Coast,2025-01-05T17:30:00Z,2025-01-06,Jan,Summer,1.037,1.84,5.449,7.143,68.69,25.94,1
Gold Coast,2025-01-05T18:00:00Z,2025-01-06,Jan,Summer,1.062,1.892,5.184,7.143,66.41,25.99,1
Gold Coast,2025-01-05T18:30:00Z,2025-01-06,Jan,Summer,1.029,2.14,5.031,6.667,61.92,25.94,1
Gold Coast,2025-01-05T19:00:00Z,2025-01-06,Jan,Summer,1.048,2.199,5.178,7.143,69.4,25.94,1
Gold Coast,2025-01-05T19:30:00Z,2025-01-06,Jan,Summer,1.008,1.722,5.42,6.452,69.48,25.94,1
Gold Coast,2025-01-05T20:00:00Z,2025-01-06,Jan,Summer,1.058,1.826,5.243,6.897,73,25.94,1
Gold Coast,2025-01-05T20:30:00Z,2025-01-06,Jan,Summer,1.009,1.517,5.418,7.143,69.75,25.94,1
Gold Coast,2025-01-05T21:00:00Z,2025-01-06,Jan,Summer,0.944,1.485,5.27,6.667,77.48,25.99,1
Gold Coast,2025-01-05T21:30:00Z,2025-01-06,Jan,Summer,0.949,1.843,5.122,6.897,70.54,26.08,1
Gold Coast,2025-01-05T22:00:00Z,2025-01-06,Jan,Summer,0.951,1.771,5.091,7.143,67.2,26.08,1
Gold Coast,2025-01-05T22:30:00Z,2025-01-06,Jan,Summer,0.901,1.498,4.801,7.143,74.06,26.13,1
Gold Coast,2025-01-05T23:00:00Z,2025-01-06,Jan,Summer,0.847,1.664,4.698,6.452,74.67,26.17,1
Gold Coast,2025-01-05T23:30:00Z,2025-01-06,Jan,Summer,0.93,1.405,4.953,6.452,80.12,26.22,1
Gold Coast,2025-01-06T00:00:00Z,2025-01-06,Jan,Summer,0.97,1.651,5.109,6.452,80.21,26.22,1
Gold Coast,2025-01-06T00:30:00Z,2025-01-06,Jan,Summer,0.909,1.386,4.714,6.452,82.41,26.32,1
Gold Coast,2025-01-06T01:00:00Z,2025-01-06,Jan,Summer,0.935,1.635,4.807,6.667,86.98,26.36,1
Gold Coast,2025-01-06T01:30:00Z,2025-01-06,Jan,Summer,0.896,1.458,4.768,6.897,68.52,26.46,1
Gold Coast,2025-01-06T02:00:00Z,2025-01-06,Jan,Summer,0.954,1.35,5.029,6.452,71.77,26.51,1
Gold Coast,2025-01-06T02:30:00Z,2025-01-06,Jan,Summer,0.922,1.513,4.578,6.667,75.55,26.55,1
Gold Coast,2025-01-06T03:00:00Z,2025-01-06,Jan,Summer,0.932,1.562,4.433,7.143,75.9,26.6,1
Gold Coast,2025-01-06T03:30:00Z,2025-01-06,Jan,Summer,0.915,1.492,4.474,7.407,80.91,26.6,1
Gold Coast,2025-01-06T04:00:00Z,2025-01-06,Jan,Summer,0.923,1.553,4.576,6.452,76.08,26.55,1
Gold Coast,2025-01-06T04:30:00Z,2025-01-06,Jan,Summer,0.945,1.5,4.748,6.897,78.45,26.6,1
Gold Coast,2025-01-06T05:00:00Z,2025-01-06,Jan,Summer,0.975,1.903,4.911,6.897,70.8,26.6,1
Gold Coast,2025-01-06T05:30:00Z,2025-01-06,Jan,Summer,0.919,1.465,4.78,7.407,75.73,26.6,1
Gold Coast,2025-01-06T06:00:00Z,2025-01-06,Jan,Summer,0.987,1.504,4.699,6.897,76.17,26.6,1
Gold Coast,2025-01-06T06:30:00Z,2025-01-06,Jan,Summer,1.013,2.098,4.538,6.452,79.95,26.55,1
Gold Coast,2025-01-06T07:00:00Z,2025-01-06,Jan,Summer,0.979,1.523,4.737,7.143,82.23,26.55,1
Gold Coast,2025-01-06T07:30:00Z,2025-01-06,Jan,Summer,0.952,1.577,4.509,7.143,80.82,26.55,1
Gold Coast,2025-01-06T08:00:00Z,2025-01-06,Jan,Summer,0.898,1.449,4.524,7.143,79.68,26.55,1
Gold Coast,2025-01-06T08:30:00Z,2025-01-06,Jan,Summer,0.92,1.437,4.566,6.897,81.79,26.6,1
Gold Coast,2025-01-06T09:00:00Z,2025-01-06,Jan,Summer,0.853,1.523,4.441,6.897,76.96,26.55,1
Gold Coast,2025-01-06T09:30:00Z,2025-01-06,Jan,Summer,0.882,1.496,4.786,6.667,72.74,26.51,1
Gold Coast,2025-01-06T10:00:00Z,2025-01-06,Jan,Summer,0.88,1.853,4.593,7.407,74.76,26.51,1
Gold Coast,2025-01-06T10:30:00Z,2025-01-06,Jan,Summer,0.856,1.4,4.563,7.143,76.43,26.55,1
Gold Coast,2025-01-06T11:00:00Z,2025-01-06,Jan,Summer,0.856,1.484,4.768,6.897,86.98,26.51,1
Gold Coast,2025-01-06T11:30:00Z,2025-01-06,Jan,Summer,0.777,1.358,4.538,6.897,78.54,26.46,1
Gold Coast,2025-01-06T12:00:00Z,2025-01-06,Jan,Summer,0.745,1.339,4.274,7.143,79.07,26.41,1
Gold Coast,2025-01-06T12:30:00Z,2025-01-06,Jan,Summer,0.819,1.327,4.485,7.143,82.23,26.36,1
Gold Coast,2025-01-06T13:00:00Z,2025-01-06,Jan,Summer,0.788,1.279,4.825,6.897,86.28,26.36,1
Gold Coast,2025-01-06T13:30:00Z,2025-01-06,Jan,Summer,0.755,1.294,4.666,6.897,88.12,26.32,1
Gold Coast,2025-01-06T14:00:00Z,2025-01-07,Jan,Summer,0.762,1.343,5.215,6.667,78.8,26.22,1
Gold Coast,2025-01-06T14:30:00Z,2025-01-07,Jan,Summer,0.759,1.258,5.309,6.667,77.04,26.22,1
Gold Coast,2025-01-06T15:00:00Z,2025-01-07,Jan,Summer,0.717,1.116,5.207,6.667,74.85,26.17,1
Gold Coast,2025-01-06T15:30:00Z,2025-01-07,Jan,Summer,0.724,1.294,5.352,6.897,78.63,26.17,1
Gold Coast,2025-01-06T16:00:00Z,2025-01-07,Jan,Summer,0.727,1.183,5.54,6.897,73.26,26.13,1
Gold Coast,2025-01-06T16:30:00Z,2025-01-07,Jan,Summer,0.726,1.212,5.671,6.667,73.18,26.13,1
Gold Coast,2025-01-06T17:00:00Z,2025-01-07,Jan,Summer,0.72,1.141,5.847,6.667,79.15,26.08,1
Gold Coast,2025-01-06T17:30:00Z,2025-01-07,Jan,Summer,0.738,1.254,5.74,6.897,71.68,26.08,1
Gold Coast,2025-01-06T18:00:00Z,2025-01-07,Jan,Summer,0.724,1.069,5.468,7.143,77.13,26.08,1
Gold Coast,2025-01-06T18:30:00Z,2025-01-07,Jan,Summer,0.766,1.154,5.77,7.143,72.91,26.08,1
Gold Coast,2025-01-06T19:00:00Z,2025-01-07,Jan,Summer,0.744,1.136,5.367,6.667,78.8,26.08,1
Gold Coast,2025-01-06T19:30:00Z,2025-01-07,Jan,Summer,0.734,1.135,5.334,6.452,70.19,26.08,1
Gold Coast,2025-01-06T20:00:00Z,2025-01-07,Jan,Summer,0.731,1.174,5.24,6.667,75.29,26.08,1
Gold Coast,2025-01-06T20:30:00Z,2025-01-07,Jan,Summer,0.774,1.117,5.65,7.143,68.87,26.08,1
Gold Coast,2025-01-06T21:00:00Z,2025-01-07,Jan,Summer,0.791,1.29,5.6,7.143,77.84,26.08,1
Gold Coast,2025-01-06T21:30:00Z,2025-01-07,Jan,Summer,0.798,1.536,5.5,7.692,74.58,26.13,1
Gold Coast,2025-01-06T22:00:00Z,2025-01-07,Jan,Summer,0.753,1.222,5.384,6.452,76.17,26.22,1
Gold Coast,2025-01-06T22:30:00Z,2025-01-07,Jan,Summer,0.719,1.161,5.356,7.143,74.06,26.27,1
Gold Coast,2025-01-06T23:00:00Z,2025-01-07,Jan,Summer,0.762,1.175,5.735,6.452,82.23,26.41,1
Gold Coast,2025-01-06T23:30:00Z,2025-01-07,Jan,Summer,0.751,1.426,5.627,6.667,82.41,26.51,1
Gold Coast,2025-01-07T00:00:00Z,2025-01-07,Jan,Summer,0.722,1.328,5.223,7.143,83.73,26.51,1
Gold Coast,2025-01-07T00:30:00Z,2025-01-07,Jan,Summer,0.727,1.273,4.867,6.897,82.67,26.6,1
Gold Coast,2025-01-07T01:00:00Z,2025-01-07,Jan,Summer,0.782,1.488,4.724,7.143,78.98,26.55,1
Gold Coast,2025-01-07T01:30:00Z,2025-01-07,Jan,Summer,0.765,1.393,4.663,7.692,82.5,26.6,1
Gold Coast,2025-01-07T02:00:00Z,2025-01-07,Jan,Summer,0.799,1.28,4.691,7.143,78.01,26.7,1
Gold Coast,2025-01-07T02:30:00Z,2025-01-07,Jan,Summer,0.743,1.25,4.174,6.667,76.87,26.7,1
Gold Coast,2025-01-07T03:00:00Z,2025-01-07,Jan,Summer,0.758,1.649,4.206,6.897,76.52,26.65,1
Gold Coast,2025-01-07T03:30:00Z,2025-01-07,Jan,Summer,0.843,1.421,4.253,7.407,71.77,26.6,1
Gold Coast,2025-01-07T04:00:00Z,2025-01-07,Jan,Summer,0.864,1.61,4.52,6.452,73.79,26.6,1
Gold Coast,2025-01-07T04:30:00Z,2025-01-07,Jan,Summer,0.867,1.535,4.399,7.143,67.11,26.6,1
Gold Coast,2025-01-07T05:00:00Z,2025-01-07,Jan,Summer,0.893,1.624,4.459,7.407,69.75,26.65,1
Gold Coast,2025-01-07T05:30:00Z,2025-01-07,Jan,Summer,0.964,1.484,4.379,7.143,71.95,26.7,1
Gold Coast,2025-01-07T06:00:00Z,2025-01-07,Jan,Summer,0.914,1.626,4.321,7.143,76.17,26.7,1
Gold Coast,2025-01-07T06:30:00Z,2025-01-07,Jan,Summer,0.909,1.77,4.415,7.143,70.8,26.7,1
Gold Coast,2025-01-07T07:00:00Z,2025-01-07,Jan,Summer,0.886,1.256,4.564,7.143,69.04,26.7,1
Gold Coast,2025-01-07T07:30:00Z,2025-01-07,Jan,Summer,0.883,1.437,4.314,6.897,82.41,26.7,1
Gold Coast,2025-01-07T08:00:00Z,2025-01-07,Jan,Summer,0.845,1.387,4.159,7.143,78.01,26.65,1
Gold Coast,2025-01-07T08:30:00Z,2025-01-07,Jan,Summer,0.851,1.402,4.149,7.143,84.34,26.6,1
Gold Coast,2025-01-07T09:00:00Z,2025-01-07,Jan,Summer,0.828,1.355,4.053,6.897,75.46,26.6,1
Gold Coast,2025-01-07T09:30:00Z,2025-01-07,Jan,Summer,0.843,1.328,4.129,6.667,79.07,26.6,1
Gold Coast,2025-01-07T10:00:00Z,2025-01-07,Jan,Summer,0.809,1.457,3.917,7.692,74.14,26.55,1
Gold Coast,2025-01-07T10:30:00Z,2025-01-07,Jan,Summer,0.815,1.602,4.13,7.692,70.19,26.55,1
Gold Coast,2025-01-07T11:00:00Z,2025-01-07,Jan,Summer,0.804,1.228,4.267,7.143,82.58,26.55,1
Gold Coast,2025-01-07T11:30:00Z,2025-01-07,Jan,Summer,0.815,1.36,4.218,7.143,82.85,26.55,1
Gold Coast,2025-01-07T12:00:00Z,2025-01-07,Jan,Summer,0.764,1.262,4.069,7.407,88.3,26.51,1
Gold Coast,2025-01-07T12:30:00Z,2025-01-07,Jan,Summer,0.773,1.421,4.009,6.452,80.82,26.46,1
Gold Coast,2025-01-07T13:00:00Z,2025-01-07,Jan,Summer,0.774,1.169,4.077,6.897,86.01,26.46,1
Gold Coast,2025-01-07T13:30:00Z,2025-01-07,Jan,Summer,0.752,1.321,4.113,7.143,76.69,26.46,1
Gold Coast,2025-01-07T14:00:00Z,2025-01-08,Jan,Summer,0.777,1.349,4.211,6.452,72.47,26.36,1
Gold Coast,2025-01-07T14:30:00Z,2025-01-08,Jan,Summer,0.75,1.412,4.307,7.407,69.31,26.36,1
Gold Coast,2025-01-07T15:00:00Z,2025-01-08,Jan,Summer,0.715,1.141,4.031,6.897,74.14,26.36,1
Gold Coast,2025-01-07T15:30:00Z,2025-01-08,Jan,Summer,0.772,1.363,4.169,6.452,66.14,26.36,1
Gold Coast,2025-01-07T16:00:00Z,2025-01-08,Jan,Summer,0.767,1.115,4.483,6.667,62.89,26.36,1
Gold Coast,2025-01-07T16:30:00Z,2025-01-08,Jan,Summer,0.781,1.319,4.473,6.667,67.2,26.36,1
Gold Coast,2025-01-07T17:00:00Z,2025-01-08,Jan,Summer,0.784,1.464,4.564,6.452,74.93,26.36,1
Gold Coast,2025-01-07T17:30:00Z,2025-01-08,Jan,Summer,0.81,1.33,4.683,6.452,71.68,26.32,1
Gold Coast,2025-01-07T18:00:00Z,2025-01-08,Jan,Summer,0.855,1.215,4.632,6.452,66.67,26.32,1
Gold Coast,2025-01-07T18:30:00Z,2025-01-08,Jan,Summer,0.845,1.586,4.302,6.667,76.34,26.32,1
Gold Coast,2025-01-07T19:00:00Z,2025-01-08,Jan,Summer,0.847,1.552,4.758,6.667,68.87,26.22,1
Gold Coast,2025-01-07T19:30:00Z,2025-01-08,Jan,Summer,0.799,1.391,4.791,6.667,67.29,26.22,1
Gold Coast,2025-01-07T20:00:00Z,2025-01-08,Jan,Summer,0.824,1.301,4.965,6.667,73.44,26.22,1
Gold Coast,2025-01-07T20:30:00Z,2025-01-08,Jan,Summer,0.792,1.2,4.963,6.452,75.99,26.27,1
Gold Coast,2025-01-07T21:00:00Z,2025-01-08,Jan,Summer,0.775,1.172,4.965,7.143,75.9,26.36,1
Gold Coast,2025-01-07T21:30:00Z,2025-01-08,Jan,Summer,0.765,1.14,5.05,6.452,78.54,26.36,1
Gold Coast,2025-01-07T22:00:00Z,2025-01-08,Jan,Summer,0.749,1.139,4.93,6.897,86.71,26.36,1
Gold Coast,2025-01-07T22:30:00Z,2025-01-08,Jan,Summer,0.731,1.242,4.982,6.897,74.93,26.46,1
Gold Coast,2025-01-07T23:00:00Z,2025-01-08,Jan,Summer,0.69,1.194,5.19,6.667,75.9,26.55,1
Gold Coast,2025-01-07T23:30:00Z,2025-01-08,Jan,Summer,0.722,1.236,5.208,6.667,79.24,26.55,1
Gold Coast,2025-01-08T00:00:00Z,2025-01-08,Jan,Summer,0.714,1.199,4.782,6.667,82.93,26.65,1
Gold Coast,2025-01-08T00:30:00Z,2025-01-08,Jan,Summer,0.671,1.199,4.659,7.407,85.31,26.6,1
Gold Coast,2025-01-08T01:00:00Z,2025-01-08,Jan,Summer,0.667,1.321,4.473,7.143,84.17,26.65,1
Gold Coast,2025-01-08T01:30:00Z,2025-01-08,Jan,Summer,0.659,1.235,4.684,7.407,88.65,26.7,1
Gold Coast,2025-01-08T02:00:00Z,2025-01-08,Jan,Summer,0.689,1.27,4.679,6.667,79.95,26.6,1
Gold Coast,2025-01-08T02:30:00Z,2025-01-08,Jan,Summer,0.66,1.313,4.472,7.143,89.97,26.89,1
Gold Coast,2025-01-08T03:00:00Z,2025-01-08,Jan,Summer,0.691,1.127,4.401,6.897,69.75,26.84,1
Gold Coast,2025-01-08T03:30:00Z,2025-01-08,Jan,Summer,0.757,1.226,4.496,6.667,82.85,26.84,1
Gold Coast,2025-01-08T04:00:00Z,2025-01-08,Jan,Summer,0.703,1.456,3.984,6.061,70.8,26.84,1
Gold Coast,2025-01-08T04:30:00Z,2025-01-08,Jan,Summer,0.765,1.188,4.297,6.667,83.29,26.7,1
Gold Coast,2025-01-08T05:00:00Z,2025-01-08,Jan,Summer,0.762,1.467,3.872,6.667,80.91,26.65,1
Gold Coast,2025-01-08T05:30:00Z,2025-01-08,Jan,Summer,0.77,1.341,3.853,6.897,78.19,26.65,1
Gold Coast,2025-01-08T06:00:00Z,2025-01-08,Jan,Summer,0.778,1.439,3.83,6.452,75.2,26.6,1
Gold Coast,2025-01-08T06:30:00Z,2025-01-08,Jan,Summer,0.767,1.16,3.671,6.452,73.7,26.6,1
Gold Coast,2025-01-08T07:00:00Z,2025-01-08,Jan,Summer,0.769,1.209,3.656,6.452,85.48,26.55,1
Gold Coast,2025-01-08T07:30:00Z,2025-01-08,Jan,Summer,0.804,1.376,3.789,6.667,82.41,26.46,1
Gold Coast,2025-01-08T08:00:00Z,2025-01-08,Jan,Summer,0.764,1.548,3.599,6.897,73,26.46,1
Gold Coast,2025-01-08T08:30:00Z,2025-01-08,Jan,Summer,0.814,1.342,3.85,6.667,85.4,26.36,1
Gold Coast,2025-01-08T09:00:00Z,2025-01-08,Jan,Summer,0.737,1.191,3.615,6.897,79.33,26.41,1
Gold Coast,2025-01-08T09:30:00Z,2025-01-08,Jan,Summer,0.726,1.351,3.715,6.667,78.8,26.46,1
Gold Coast,2025-01-08T10:00:00Z,2025-01-08,Jan,Summer,0.731,1.271,3.87,6.25,77.66,26.46,1
Gold Coast,2025-01-08T10:30:00Z,2025-01-08,Jan,Summer,0.711,1.268,4.029,6.667,114.76,26.36,1
Gold Coast,2025-01-08T11:00:00Z,2025-01-08,Jan,Summer,0.689,1.11,3.95,6.25,82.32,26.36,1
Gold Coast,2025-01-08T11:30:00Z,2025-01-08,Jan,Summer,0.712,1.227,4.128,6.667,83.64,26.27,1
Gold Coast,2025-01-08T12:00:00Z,2025-01-08,Jan,Summer,0.653,1.05,4.269,6.452,81.09,26.17,1
Gold Coast,2025-01-08T12:30:00Z,2025-01-08,Jan,Summer,0.649,1.127,4.596,6.667,83.99,26.08,1
Gold Coast,2025-01-08T13:00:00Z,2025-01-08,Jan,Summer,0.649,1.19,4.852,6.897,81.44,26.08,1
Gold Coast,2025-01-08T13:30:00Z,2025-01-08,Jan,Summer,0.646,1.092,4.831,8.696,78.45,26.08,1
Gold Coast,2025-01-08T14:00:00Z,2025-01-09,Jan,Summer,0.669,1.098,5.081,6.452,77.22,26.08,1
Gold Coast,2025-01-08T14:30:00Z,2025-01-09,Jan,Summer,0.644,1.131,5.197,9.091,112.3,26.03,1
Gold Coast,2025-01-08T15:00:00Z,2025-01-09,Jan,Summer,0.669,1.083,5.531,6.25,85.04,25.99,1
Gold Coast,2025-01-08T15:30:00Z,2025-01-09,Jan,Summer,0.657,1.32,5.455,6.061,99.99,26.03,1
Gold Coast,2025-01-08T16:00:00Z,2025-01-09,Jan,Summer,0.655,0.929,5.545,6.897,72.3,26.08,1
Gold Coast,2025-01-08T16:30:00Z,2025-01-09,Jan,Summer,0.699,1.166,5.559,6.452,73.53,26.13,1
Gold Coast,2025-01-08T17:00:00Z,2025-01-09,Jan,Summer,0.679,1.105,5.37,8.333,108.96,26.08,1
Gold Coast,2025-01-08T17:30:00Z,2025-01-09,Jan,Summer,0.668,1.184,5.271,10.526,121.18,26.08,1
Gold Coast,2025-01-08T18:00:00Z,2025-01-09,Jan,Summer,0.7,1.14,5.12,6.452,76.96,26.03,1
Gold Coast,2025-01-08T18:30:00Z,2025-01-09,Jan,Summer,0.686,1.507,5.067,6.061,77.22,25.99,1
Gold Coast,2025-01-08T19:00:00Z,2025-01-09,Jan,Summer,0.715,1.148,4.959,8,113.35,25.99,1
Gold Coast,2025-01-08T19:30:00Z,2025-01-09,Jan,Summer,0.699,1.237,4.831,5.714,84.87,25.94,1
Gold Coast,2025-01-08T20:00:00Z,2025-01-09,Jan,Summer,0.752,1.285,4.883,6.667,76.17,25.94,1
Gold Coast,2025-01-08T20:30:00Z,2025-01-09,Jan,Summer,0.727,1.202,4.845,6.452,76.43,25.94,1
Gold Coast,2025-01-08T21:00:00Z,2025-01-09,Jan,Summer,0.736,1.221,4.785,7.143,78.8,25.94,1
Gold Coast,2025-01-08T21:30:00Z,2025-01-09,Jan,Summer,0.738,1.285,4.857,6.897,74.85,26.03,1
Gold Coast,2025-01-08T22:00:00Z,2025-01-09,Jan,Summer,0.714,1.249,4.638,6.25,74.06,26.13,1
Gold Coast,2025-01-08T22:30:00Z,2025-01-09,Jan,Summer,0.668,1.212,4.514,8,105.26,26.32,1
Gold Coast,2025-01-08T23:00:00Z,2025-01-09,Jan,Summer,0.688,1.191,4.732,7.692,91.9,26.36,1
Gold Coast,2025-01-08T23:30:00Z,2025-01-09,Jan,Summer,0.71,1.143,4.732,6.897,82.58,26.32,1
Gold Coast,2025-01-09T00:00:00Z,2025-01-09,Jan,Summer,0.699,1.086,4.585,6.667,81.44,26.17,1
Gold Coast,2025-01-09T00:30:00Z,2025-01-09,Jan,Summer,0.645,1.21,4.496,6.452,83.55,26.08,1
Gold Coast,2025-01-09T01:00:00Z,2025-01-09,Jan,Summer,0.668,1.111,3.699,10.526,118.28,26.03,1
Gold Coast,2025-01-09T01:30:00Z,2025-01-09,Jan,Summer,0.779,1.234,3.234,6.667,94.01,26.03,1
Gold Coast,2025-01-09T02:00:00Z,2025-01-09,Jan,Summer,0.878,1.393,3.272,3.509,71.07,26.22,1
Gold Coast,2025-01-09T02:30:00Z,2025-01-09,Jan,Summer,0.862,1.375,3.288,6.452,97.26,26.13,1
Gold Coast,2025-01-09T03:00:00Z,2025-01-09,Jan,Summer,0.924,1.646,3.668,6.452,90.14,26.08,1
Gold Coast,2025-01-09T03:30:00Z,2025-01-09,Jan,Summer,1.033,1.872,3.703,6.061,87.77,26.08,1
Gold Coast,2025-01-09T04:00:00Z,2025-01-09,Jan,Summer,1.141,1.754,3.907,4.878,91.9,26.08,1
Gold Coast,2025-01-09T04:30:00Z,2025-01-09,Jan,Summer,1.109,2.297,3.731,5.128,96.91,25.99,1
Gold Coast,2025-01-09T05:00:00Z,2025-01-09,Jan,Summer,1.053,1.856,3.807,5,78.98,25.99,1
Gold Coast,2025-01-09T05:30:00Z,2025-01-09,Jan,Summer,0.994,1.578,3.69,4.878,81.88,25.99,1
Gold Coast,2025-01-09T06:00:00Z,2025-01-09,Jan,Summer,0.932,1.844,3.631,4.878,85.13,25.99,1
Gold Coast,2025-01-09T06:30:00Z,2025-01-09,Jan,Summer,0.946,1.622,3.804,4.651,75.81,25.99,1
Gold Coast,2025-01-09T07:00:00Z,2025-01-09,Jan,Summer,0.928,1.839,3.894,5,75.29,25.99,1
Gold Coast,2025-01-09T07:30:00Z,2025-01-09,Jan,Summer,0.915,1.926,4.035,5.128,73.35,25.99,1
Gold Coast,2025-01-09T08:00:00Z,2025-01-09,Jan,Summer,0.908,1.521,4.204,4.878,66.85,25.99,1
Gold Coast,2025-01-09T08:30:00Z,2025-01-09,Jan,Summer,0.86,1.421,4.331,5.556,68.69,25.99,1
Gold Coast,2025-01-09T09:00:00Z,2025-01-09,Jan,Summer,0.832,1.487,4.32,5,67.37,25.99,1
Gold Coast,2025-01-09T09:30:00Z,2025-01-09,Jan,Summer,0.874,1.584,4.481,5.263,68.08,26.08,1
Gold Coast,2025-01-09T10:00:00Z,2025-01-09,Jan,Summer,0.83,1.351,4.526,4.878,72.12,26.03,1
Gold Coast,2025-01-09T10:30:00Z,2025-01-09,Jan,Summer,0.837,1.439,4.471,4.878,63.86,25.99,1
Gold Coast,2025-01-09T11:00:00Z,2025-01-09,Jan,Summer,0.841,1.54,4.388,4.762,58.67,26.03,1
Gold Coast,2025-01-09T11:30:00Z,2025-01-09,Jan,Summer,0.826,1.312,4.287,4.545,56.74,25.99,1
Gold Coast,2025-01-09T12:00:00Z,2025-01-09,Jan,Summer,0.794,1.789,4.257,5,64.47,25.99,1
Gold Coast,2025-01-09T12:30:00Z,2025-01-09,Jan,Summer,0.769,1.295,4.364,4.444,61.57,25.84,1
Gold Coast,2025-01-09T13:00:00Z,2025-01-09,Jan,Summer,0.763,1.587,4.481,4.762,68.34,25.84,1
Gold Coast,2025-01-09T13:30:00Z,2025-01-09,Jan,Summer,0.729,1.137,4.347,6.452,75.29,25.8,1
Gold Coast,2025-01-09T14:00:00Z,2025-01-10,Jan,Summer,0.724,1.077,4.64,6.452,75.29,25.8,1
Gold Coast,2025-01-09T14:30:00Z,2025-01-10,Jan,Summer,0.691,1.331,4.72,6.667,76.52,25.75,1
Gold Coast,2025-01-09T15:00:00Z,2025-01-10,Jan,Summer,0.661,1.076,4.555,6.452,122.58,25.8,1
Gold Coast,2025-01-09T15:30:00Z,2025-01-10,Jan,Summer,0.744,1.374,4.19,6.452,81.62,25.84,1
Gold Coast,2025-01-09T16:00:00Z,2025-01-10,Jan,Summer,0.718,1.199,3.954,6.25,72.39,25.8,1
Gold Coast,2025-01-09T16:30:00Z,2025-01-10,Jan,Summer,0.698,1.087,4.061,6.667,83.37,25.84,1
Gold Coast,2025-01-09T17:00:00Z,2025-01-10,Jan,Summer,0.69,1.171,4.122,5.882,67.2,25.94,1
Gold Coast,2025-01-09T17:30:00Z,2025-01-10,Jan,Summer,0.662,1.127,4.209,9.091,125.75,25.94,1
Gold Coast,2025-01-09T18:00:00Z,2025-01-10,Jan,Summer,0.696,1.154,3.914,9.524,122.85,25.94,1
Gold Coast,2025-01-09T18:30:00Z,2025-01-10,Jan,Summer,0.655,1.246,3.788,6.061,72.47,25.94,1
Gold Coast,2025-01-09T19:00:00Z,2025-01-10,Jan,Summer,0.665,1.002,4.295,9.524,117.92,25.94,1
